snomedcode,term_snomed,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId,readcode_review,include
141991000119109#,Delusions in Alzheimer's disease,2968442016#,1,0,1,8044921000006112#,Delusions in Alzheimers disease,^ESCTDE804492,NA,2987331017,NA,31,NA,1
141991000119109#,Delusions in Alzheimer's disease,2968442016#,1,0,1,8044931000006110#,Delusions in Alzheimer disease,^ESCTDE804493,NA,2987405015,NA,31,NA,1
141991000119109#,Delusions in Alzheimer's disease (disorder),2989138011#,1,0,1,8044911000006116#,Delusions in Alzheimer's disease,^ESCTDE804491,NA,2968442016,NA,31,NA,1
141991000119109#,Delusions in Alzheimer's disease (disorder),2989138011#,1,0,1,8044921000006112#,Delusions in Alzheimers disease,^ESCTDE804492,NA,2987331017,NA,31,NA,1
141991000119109#,Delusions in Alzheimer's disease (disorder),2989138011#,1,0,1,8044931000006110#,Delusions in Alzheimer disease,^ESCTDE804493,NA,2987405015,NA,31,NA,1
142001000119106#,Depressed mood in Alzheimer's disease,2968437012#,1,0,1,8044941000006117#,Depressed mood in Alzheimer's disease,^ESCTDE804494,NA,2968437012,NA,31,NA,1
142001000119106#,Depressed mood in Alzheimer's disease,2968437012#,1,0,1,8044951000006115#,Alzheimers dementia with depressed mood,^ESCTAL804495,NA,2987089016,NA,31,NA,1
142001000119106#,Depressed mood in Alzheimer's disease,2968437012#,1,0,1,8044961000006118#,Depressed mood in Alzheimer disease,^ESCTDE804496,NA,2987401012,NA,31,NA,1
142001000119106#,Alzheimers dementia with depressed mood,2987089016#,1,0,1,8044941000006117#,Depressed mood in Alzheimer's disease,^ESCTDE804494,NA,2968437012,NA,31,NA,1
142001000119106#,Alzheimers dementia with depressed mood,2987089016#,1,0,1,8044951000006115#,Alzheimers dementia with depressed mood,^ESCTAL804495,NA,2987089016,NA,31,NA,1
142001000119106#,Alzheimers dementia with depressed mood,2987089016#,1,0,1,8044961000006118#,Depressed mood in Alzheimer disease,^ESCTDE804496,NA,2987401012,NA,31,NA,1
142001000119106#,Depressed mood in Alzheimer's disease (disorder),2989139015#,1,0,1,8044941000006117#,Depressed mood in Alzheimer's disease,^ESCTDE804494,NA,2968437012,NA,31,NA,1
142001000119106#,Depressed mood in Alzheimer's disease (disorder),2989139015#,1,0,1,8044951000006115#,Alzheimers dementia with depressed mood,^ESCTAL804495,NA,2987089016,NA,31,NA,1
142001000119106#,Depressed mood in Alzheimer's disease (disorder),2989139015#,1,0,1,8044961000006118#,Depressed mood in Alzheimer disease,^ESCTDE804496,NA,2987401012,NA,31,NA,1
142011000119109#,Alzheimer's disease co-occurrent with delirium (disorder),3311919019#,1,0,1,8044981000006111#,Alzheimer's disease co-occurrent with delirium,^ESCTAL804498,NA,3311926019,NA,31,NA,1
142011000119109#,Alzheimer's disease co-occurrent with delirium,3311926019#,1,0,1,8044981000006111#,Alzheimer's disease co-occurrent with delirium,^ESCTAL804498,NA,3311926019,NA,31,NA,1
142730009#,Dementia test,225200016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142730009#,Dementia test,521662016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142730009#,Dementia test (procedure),2756859010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142731008#,Ten item dementia test,225201017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142731008#,Ten item dementia test,521663014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142731008#,Ten item dementia test (procedure),2730505019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142732001#,Thirty-seven item dementia test,225202012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142732001#,Thirty-seven item dementia test,521664015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142732001#,Thirty-seven item dementia test (procedure),2739076018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142811000119104#,Dementia due to Alzheimer's disease,2968343010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
142811000119104#,Dementia due to Alzheimers disease,2987112019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
142811000119104#,Alzheimers dementia,2987126011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
142811000119104#,Dementia due to Alzheimer disease,2987337018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
142811000119104#,Dementia due to Alzheimer's disease (disorder),1142411000119118#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154845000#,Dementia (& [presenile] or [senile]),240874011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154845000#,Senile and presenile dementias,240875012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154845000#,Senile/presenile dement,240876013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154845000#,Senile dementia,240877016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154845000#,Senile/presenile dementia,240878014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154845000#,Dementia (& [presenile] or [senile]),535110016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154845000#,Dementia (& [presenile] or [senile]) (disorder),2715415018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154846004#,Uncomplicated senile dementia,240879018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154846004#,Uncomplicated senile dementia,535111017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154846004#,Uncomplicated senile dementia (disorder),2741257012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154847008#,Presenile dementia,240880015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154847008#,Presenile dementia,535112012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154847008#,Presenile dementia (disorder),2741255016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154848003#,Senile dementia with depressive or paranoid features,240881016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154848003#,Senile dementia with depressive or paranoid features,535113019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154848003#,Senile dementia with depressive or paranoid features (disorder),2740355014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154849006#,Senile dementia with delirium,240882011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154849006#,Senile dementia with delirium,535114013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154849006#,Senile dementia with delirium (disorder),2740645019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154850006#,Vascular dementia,240883018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154850006#,Vascular dementia,535115014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154850006#,Vascular dementia (disorder),2763302010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154851005#,Other senile/presenile dementia,240884012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154851005#,Other senile/presenile dementia,535116010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154851005#,Other senile/presenile dementia (disorder),2758678015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154854002#,Korsakov psychosis,240889019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154854002#,Korsakov's psychosis,240891010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154854002#,(Alcoholic psychosis: [Korsakov's] or [other]) or (withdrawal syndrome - alcohol),240892015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154854002#,(Alcoholic psychosis: [Korsakov's] or [other]) or (withdrawal syndrome - alcohol),535120014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154854002#,(Alcoholic psychosis: [Korsakov's] or [other]) or (withdrawal syndrome - alcohol) (disorder),2715274010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154998003#,Cerebral degenerations NOS &/or Alzheimer's disease &/or Pick's disease &/or Reye's syndrome,241216015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154998003#,Pick's disease,241217012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154998003#,Alzheimer's disease,241219010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154998003#,Cerebral degenerations NOS &/or Alzheimer's disease &/or Pick's disease &/or Reye's syndrome,535279016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
154998003#,Cerebral degenerations NOS &/or Alzheimer's disease &/or Pick's disease &/or Reye's syndrome (disorder),2759759015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
155061007#,Creutzfeldt-Jakob disease,241351014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
155061007#,Creutzfeldt-Jakob disease,535350014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
155061007#,Creutzfeldt-Jakob disease (disorder),2748175010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,1
15662003#,Senile dementia,26545010#,1,1,2,26545010#,Senile dementia,E00-1,E00..11,26545010,NA,32,1,1
15662003#,Senile dementia,26545010#,1,1,2,359141000006111#,[X] Senile dementia NOS,Eu02z-4,Eu02z14,26545010,NA,32,NA,1
15662003#,Senile dementia,26545010#,1,1,2,2748441000006111#,SD - Senile dementia,^ESCTSD274844,NA,1221222011,NA,32,NA,1
15662003#,"Senile dementia, NOS",26546011#,1,1,2,26545010#,Senile dementia,E00-1,E00..11,26545010,NA,32,1,1
15662003#,"Senile dementia, NOS",26546011#,1,1,2,359141000006111#,[X] Senile dementia NOS,Eu02z-4,Eu02z14,26545010,NA,32,NA,1
15662003#,"Senile dementia, NOS",26546011#,1,1,2,2748441000006111#,SD - Senile dementia,^ESCTSD274844,NA,1221222011,NA,32,NA,1
15662003#,Senile dementia (disorder),742529013#,1,1,2,26545010#,Senile dementia,E00-1,E00..11,26545010,NA,32,1,1
15662003#,Senile dementia (disorder),742529013#,1,1,2,359141000006111#,[X] Senile dementia NOS,Eu02z-4,Eu02z14,26545010,NA,32,NA,1
15662003#,Senile dementia (disorder),742529013#,1,1,2,2748441000006111#,SD - Senile dementia,^ESCTSD274844,NA,1221222011,NA,32,NA,1
15662003#,SD - Senile dementia,1221222011#,1,1,2,26545010#,Senile dementia,E00-1,E00..11,26545010,NA,32,1,1
15662003#,SD - Senile dementia,1221222011#,1,1,2,359141000006111#,[X] Senile dementia NOS,Eu02z-4,Eu02z14,26545010,NA,32,NA,1
15662003#,SD - Senile dementia,1221222011#,1,1,2,2748441000006111#,SD - Senile dementia,^ESCTSD274844,NA,1221222011,NA,32,NA,1
1581000119101#,Dementia of the Alzheimer type with behavioural disturbance,2967544019#,1,0,1,7969281000006110#,Dementia of the Alzheimer type with behavioural disturbance,^ESCTDE796928,NA,2967544019,NA,31,NA,1
1581000119101#,Dementia of the Alzheimer type with behavioural disturbance,2967544019#,1,0,1,7969291000006113#,Dementia of the Alzheimer type with behavioral disturbance,^ESCTDE796929,NA,2967610017,NA,31,NA,1
1581000119101#,Dementia of the Alzheimer type with behavioral disturbance,2967610017#,1,0,1,7969281000006110#,Dementia of the Alzheimer type with behavioural disturbance,^ESCTDE796928,NA,2967544019,NA,31,NA,1
1581000119101#,Dementia of the Alzheimer type with behavioral disturbance,2967610017#,1,0,1,7969291000006113#,Dementia of the Alzheimer type with behavioral disturbance,^ESCTDE796929,NA,2967610017,NA,31,NA,1
1581000119101#,Dementia of the Alzheimer type with behavioral disturbance (disorder),12571000119114#,1,0,1,7969281000006110#,Dementia of the Alzheimer type with behavioural disturbance,^ESCTDE796928,NA,2967544019,NA,31,NA,1
1581000119101#,Dementia of the Alzheimer type with behavioral disturbance (disorder),12571000119114#,1,0,1,7969291000006113#,Dementia of the Alzheimer type with behavioral disturbance,^ESCTDE796929,NA,2967610017,NA,31,NA,1
1591000119103#,Dementia with behavioral disturbance,2967621014#,1,0,1,7969381000006117#,Dementia with behavioral disturbance,^ESCTDE796938,NA,2967621014,NA,31,NA,1
1591000119103#,Dementia with behavioral disturbance,2967621014#,1,0,1,7969371000006115#,Dementia with behavioural disturbance,^ESCTDE796937,NA,2967700019,NA,31,NA,1
1591000119103#,Dementia with behavioural disturbance,2967700019#,1,0,1,7969381000006117#,Dementia with behavioral disturbance,^ESCTDE796938,NA,2967621014,NA,31,NA,1
1591000119103#,Dementia with behavioural disturbance,2967700019#,1,0,1,7969371000006115#,Dementia with behavioural disturbance,^ESCTDE796937,NA,2967700019,NA,31,NA,1
1591000119103#,Dementia with behavioral disturbance (disorder),12651000119116#,1,0,1,7969381000006117#,Dementia with behavioral disturbance,^ESCTDE796938,NA,2967621014,NA,31,NA,1
1591000119103#,Dementia with behavioral disturbance (disorder),12651000119116#,1,0,1,7969371000006115#,Dementia with behavioural disturbance,^ESCTDE796937,NA,2967700019,NA,31,NA,1
160325007#,FH: Senile dementia,249848014#,1,0,1,4529501000006111#,Family history of senile dementia,^ESCTFA452950,NA,249849018,NA,7,NA,0
160325007#,FH: Senile dementia,249848014#,1,0,1,249848014#,FH: Senile dementia,1281,1281,249848014,NA,7,NA,0
160325007#,FH: Senile dementia,249848014#,1,0,1,4529511000006114#,Family history: Senile dementia,^ESCTFA452951,NA,2666203014,NA,7,NA,0
160325007#,Family history of senile dementia,249849018#,1,0,1,4529501000006111#,Family history of senile dementia,^ESCTFA452950,NA,249849018,NA,7,NA,0
160325007#,Family history of senile dementia,249849018#,1,0,1,249848014#,FH: Senile dementia,1281,1281,249848014,NA,7,NA,0
160325007#,Family history of senile dementia,249849018#,1,0,1,4529511000006114#,Family history: Senile dementia,^ESCTFA452951,NA,2666203014,NA,7,NA,0
160325007#,Family history: Senile dementia (context-dependent category),541226018#,1,0,1,4529501000006111#,Family history of senile dementia,^ESCTFA452950,NA,249849018,NA,7,NA,0
160325007#,Family history: Senile dementia (context-dependent category),541226018#,1,0,1,249848014#,FH: Senile dementia,1281,1281,249848014,NA,7,NA,0
160325007#,Family history: Senile dementia (context-dependent category),541226018#,1,0,1,4529511000006114#,Family history: Senile dementia,^ESCTFA452951,NA,2666203014,NA,7,NA,0
160325007#,Family history: Senile dementia (situation),2607065011#,1,0,1,4529501000006111#,Family history of senile dementia,^ESCTFA452950,NA,249849018,NA,7,NA,0
160325007#,Family history: Senile dementia (situation),2607065011#,1,0,1,249848014#,FH: Senile dementia,1281,1281,249848014,NA,7,NA,0
160325007#,Family history: Senile dementia (situation),2607065011#,1,0,1,4529511000006114#,Family history: Senile dementia,^ESCTFA452951,NA,2666203014,NA,7,NA,0
160325007#,Family history: Senile dementia,2666203014#,1,0,1,4529501000006111#,Family history of senile dementia,^ESCTFA452950,NA,249849018,NA,7,NA,0
160325007#,Family history: Senile dementia,2666203014#,1,0,1,249848014#,FH: Senile dementia,1281,1281,249848014,NA,7,NA,0
160325007#,Family history: Senile dementia,2666203014#,1,0,1,4529511000006114#,Family history: Senile dementia,^ESCTFA452951,NA,2666203014,NA,7,NA,0
161108005#,Alzheimer's disease society member,251194016#,1,0,1,4538531000006111#,Alzheimer disease society member,^ESCTAL453853,NA,2837788019,NA,27,NA,0
161108005#,Alzheimer's disease society member,251194016#,1,0,1,251194016#,Alzheimer's disease society member,13Y7,13Y7.00,251194016,NA,27,NA,0
161108005#,Alzheimer's disease society member (finding),542100016#,1,0,1,4538531000006111#,Alzheimer disease society member,^ESCTAL453853,NA,2837788019,NA,27,NA,0
161108005#,Alzheimer's disease society member (finding),542100016#,1,0,1,251194016#,Alzheimer's disease society member,13Y7,13Y7.00,251194016,NA,27,NA,0
161465002#,H/O: dementia,251625013#,1,1,2,4539871000006116#,History of dementia,^ESCTHI453987,NA,2987032015,NA,32,NA,1
161465002#,H/O: dementia,251625013#,1,1,2,251625013#,H/O: dementia,1461,1461,251625013,NA,32,1,1
161465002#,History of - dementia (context-dependent category),542497015#,1,1,2,4539871000006116#,History of dementia,^ESCTHI453987,NA,2987032015,NA,32,NA,1
161465002#,History of - dementia (context-dependent category),542497015#,1,1,2,251625013#,H/O: dementia,1461,1461,251625013,NA,32,1,1
161465002#,History of - dementia (situation),2606896014#,1,1,2,4539871000006116#,History of dementia,^ESCTHI453987,NA,2987032015,NA,32,NA,1
161465002#,History of - dementia (situation),2606896014#,1,1,2,251625013#,H/O: dementia,1461,1461,251625013,NA,32,1,1
161465002#,History of - dementia,2666300014#,1,1,2,4539871000006116#,History of dementia,^ESCTHI453987,NA,2987032015,NA,32,NA,1
161465002#,History of - dementia,2666300014#,1,1,2,251625013#,H/O: dementia,1461,1461,251625013,NA,32,1,1
161465002#,History of dementia (situation),2986503016#,1,1,2,4539871000006116#,History of dementia,^ESCTHI453987,NA,2987032015,NA,32,NA,1
161465002#,History of dementia (situation),2986503016#,1,1,2,251625013#,H/O: dementia,1461,1461,251625013,NA,32,1,1
161465002#,History of dementia,2987032015#,1,1,2,4539871000006116#,History of dementia,^ESCTHI453987,NA,2987032015,NA,32,NA,1
161465002#,History of dementia,2987032015#,1,1,2,251625013#,H/O: dementia,1461,1461,251625013,NA,32,1,1
16219201000119101#,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia (disorder),3512936017#,1,0,1,9896131000006110#,Behavioural disturbance co-occurrent and due to late onset Alzheimer dementia,^ESCTBE989613,NA,3512938016,NA,31,NA,1
16219201000119101#,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia (disorder),3512936017#,1,0,1,9896141000006117#,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia,^ESCTBE989614,NA,3512937014,NA,31,NA,1
16219201000119101#,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia,3512937014#,1,0,1,9896131000006110#,Behavioural disturbance co-occurrent and due to late onset Alzheimer dementia,^ESCTBE989613,NA,3512938016,NA,31,NA,1
16219201000119101#,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia,3512937014#,1,0,1,9896141000006117#,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia,^ESCTBE989614,NA,3512937014,NA,31,NA,1
16219201000119101#,Behavioural disturbance co-occurrent and due to late onset Alzheimer dementia,3512938016#,1,0,1,9896131000006110#,Behavioural disturbance co-occurrent and due to late onset Alzheimer dementia,^ESCTBE989613,NA,3512938016,NA,31,NA,1
16219201000119101#,Behavioural disturbance co-occurrent and due to late onset Alzheimer dementia,3512938016#,1,0,1,9896141000006117#,Behavioral disturbance co-occurrent and due to late onset Alzheimer dementia,^ESCTBE989614,NA,3512937014,NA,31,NA,1
162689002#,O/E - senile - old age (& [no psychosis]),253571017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
162689002#,O/E - senile - old age (& [no psychosis]),543823012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
162689002#,O/E - senile - old age (& [no psychosis]) (finding),2763439010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,NA,0
16276361000119109#,Vascular dementia without behavioral disturbance (disorder),3447363018#,1,0,1,9902261000006115#,Vascular dementia without behavioral disturbance,^ESCTVA990226,NA,3447364012,NA,31,NA,1
16276361000119109#,Vascular dementia without behavioral disturbance (disorder),3447363018#,1,0,1,9902251000006117#,Vascular dementia without behavioural disturbance,^ESCTVA990225,NA,3447365013,NA,31,NA,1
16276361000119109#,Vascular dementia without behavioral disturbance,3447364012#,1,0,1,9902261000006115#,Vascular dementia without behavioral disturbance,^ESCTVA990226,NA,3447364012,NA,31,NA,1
